Date ,Time ,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (degrees),Wind Speed Std Dev (m/s),Ozone (ppm),Nitric Oxide (NO) (ppm),Nitrogen Dioxide (NO2) (ppm),Total Oxides of Nitrogen (NOx) (ppm)
18/06/2012,4:00,135,0.8,34,0.4,0.011,0.005,0.007,0.012
18/06/2012,5:00,179,0.5,54.1,0.4,0.014,0.002,0.005,0.006
18/06/2012,6:00,149,0.4,72.7,0.6,0.008,0.014,0.01,0.024
18/06/2012,7:00,226,0.7,62.4,0.7,0.008,0.009,0.009,0.018
18/06/2012,8:00,142,1.1,51.4,0.8,0.009,0.01,0.005,0.014
18/06/2012,9:00,334,0.8,37.8,0.5,0.015,0.004,0.003,0.007
18/06/2012,10:00,333,0.6,71.3,0.6,0.021,0.002,0.002,0.004
18/06/2012,11:00,223,0.9,62.9,0.7,0.026,0.001,0.001,0.002
18/06/2012,12:00,229,0.5,86.7,0.8,0.027,0.001,0.001,0.002
18/06/2012,13:00,160,1.1,53.4,0.8,0.028,0.001,0.001,0.002
18/06/2012,14:00,20,0.3,132,0.5,0.028,0.001,0.001,0.002
18/06/2012,15:00,55,0.9,55.5,0.7,0.027,0.002,0.003,0.005
18/06/2012,16:00,38,1.3,16.8,0.3,0.02,0.002,0.008,0.01
18/06/2012,17:00,56,1.2,25.3,0.3,0.017,0.004,0.012,0.016
18/06/2012,18:00,171,1.2,43.3,0.4,0.018,0.004,0.01,0.013
18/06/2012,19:00,129,0.8,46.9,0.3,0.023,0.002,0.006,0.007
18/06/2012,20:00,227,0.8,30.8,0.5,0.024,0.001,0.003,0.004
18/06/2012,21:00,209,1.3,26.1,0.4,0.023,0.001,0.005,0.006
18/06/2012,22:00,184,0.8,30.1,0.3,0.021,0.006,0.008,0.014
18/06/2012,23:00,167,1.1,25.4,0.4,0.008,0.006,0.015,0.02
19/06/2012,0:00,196,1.1,15.9,0.4,,,,
19/06/2012,1:00,238,0.4,26.5,0.1,0.016,0.001,0.005,0.006
19/06/2012,2:00,177,0.7,28.5,0.2,0.01,0.002,0.009,0.01
19/06/2012,3:00,198,1.2,16.9,0.6,0.012,0.001,0.005,0.006
19/06/2012,4:00,196,0.5,72.9,0.5,0.006,0.005,0.008,0.012
19/06/2012,5:00,308,0.8,33.4,0.3,0.01,0.001,0.004,0.005
19/06/2012,6:00,346,0.6,25.8,0.3,0.005,0.011,0.008,0.019
19/06/2012,7:00,326,0.3,115.1,0.4,0.004,0.015,0.007,0.021
19/06/2012,8:00,102,0.8,25.9,0.3,0.005,0.018,0.007,0.024
19/06/2012,9:00,89,0.7,49.3,0.4,0.012,0.006,0.004,0.01
19/06/2012,10:00,336,1.2,39.3,0.6,0.016,0.005,0.004,0.009
19/06/2012,11:00,308,2.4,25,0.9,0.023,0.002,0.003,0.004
19/06/2012,12:00,303,3.7,19.3,1.2,0.028,0.001,0.001,0.002
19/06/2012,13:00,310,3.2,19.2,1,0.029,0.001,0,0.001
19/06/2012,14:00,309,3.8,17.5,1,0.03,0.001,0.001,0.002
19/06/2012,15:00,292,3.5,16,1,0.03,0.001,0,0.001
19/06/2012,16:00,300,2.7,10,0.7,0.028,0,0.001,0.001
19/06/2012,17:00,289,2.2,10,0.5,0.026,0,0.001,0.001
19/06/2012,18:00,269,2.1,11.4,0.6,0.025,0.001,0.001,0.002
19/06/2012,19:00,259,0.7,104.4,0.8,0.019,0.004,0.006,0.01
19/06/2012,20:00,358,0.6,164.2,0.5,0.019,0.005,0.007,0.012
19/06/2012,21:00,294,0.7,48.2,0.4,0.018,0.002,0.007,0.009
19/06/2012,22:00,91,0.4,90,0.4,0.012,0.005,0.011,0.016
19/06/2012,23:00,69,0.8,32.1,0.4,0.011,0.006,0.011,0.017
20/06/2012,0:00,80,0.6,36,0.4,,,,
20/06/2012,1:00,77,0.7,38.1,0.3,0.01,0.003,0.01,0.013
20/06/2012,2:00,160,0.4,64.2,0.2,0.011,0.002,0.009,0.011
20/06/2012,3:00,189,0.4,72,0.3,0.006,0.004,0.012,0.016
20/06/2012,4:00,175,0.7,55.4,0.5,0.009,0.004,0.009,0.013
20/06/2012,5:00,299,0.3,75.3,0.3,0.008,0.017,0.008,0.025
20/06/2012,6:00,147,0.4,50.7,0.2,0.005,0.013,0.011,0.024
20/06/2012,7:00,196,0.7,38.7,0.2,0.007,0.014,0.011,0.025
20/06/2012,8:00,123,0.5,96.2,0.5,0.006,0.029,0.009,0.038
20/06/2012,9:00,257,0.4,83.6,0.5,0.011,0.011,0.007,0.018
20/06/2012,10:00,162,0.2,91.9,0.5,0.018,0.003,0.004,0.006
20/06/2012,11:00,150,0.7,67.6,0.6,0.025,0.003,0.002,0.005
20/06/2012,12:00,57,0.9,85.4,1,0.029,0.002,0.002,0.003
20/06/2012,13:00,347,1.2,61.7,0.8,0.031,0.001,0.002,0.003
20/06/2012,14:00,354,1.7,162.8,0.8,0.03,0.003,0.003,0.006
20/06/2012,15:00,356,1.3,33.1,0.6,0.028,0.003,0.005,0.007
20/06/2012,16:00,12,1.1,174.5,0.3,0.019,0.005,0.013,0.017
20/06/2012,17:00,25,1.3,10.8,0.3,0.014,0.008,0.019,0.027
20/06/2012,18:00,24,1.4,14.3,0.3,0.017,0.002,0.015,0.017
20/06/2012,19:00,8,0.8,173.9,0.4,0.011,0.003,0.02,0.023
20/06/2012,20:00,83,0.2,63.2,0.1,0.014,0.001,0.015,0.016
20/06/2012,21:00,174,0.7,28.2,0.3,0.016,0.001,0.012,0.013
20/06/2012,22:00,183,1.4,14.6,0.4,0.016,0.001,0.009,0.01
20/06/2012,23:00,173,1.5,14.2,0.5,0.016,0.002,0.008,0.009
21/06/2012,0:00,181,1.7,14.8,0.5,,,,
21/06/2012,1:00,182,1.8,12.8,0.5,0.015,0.001,0.005,0.006
21/06/2012,2:00,207,0.9,27.4,0.3,0.011,0.001,0.005,0.006
21/06/2012,3:00,278,0.5,26.3,0.2,0.011,0.001,0.005,0.006
21/06/2012,4:00,331,0.4,31.2,0.2,0.009,0.015,0.008,0.022
21/06/2012,5:00,46,0.6,26.4,0.2,0.001,0.064,0.017,0.08
21/06/2012,6:00,23,0.4,166,0.2,0.001,0.021,0.013,0.033
21/06/2012,7:00,137,0.4,47.1,0.2,0.002,0.031,0.012,0.043
21/06/2012,8:00,126,0.5,40.9,0.2,0.003,0.036,0.011,0.047
21/06/2012,9:00,90,0.3,82.3,0.3,0.006,0.02,0.009,0.029
21/06/2012,10:00,5,0.4,173,0.4,0.011,0.009,0.006,0.014
21/06/2012,11:00,354,1,54.3,0.7,0.02,0.006,0.006,0.012
21/06/2012,12:00,316,2.9,27.1,1.1,0.027,0.004,0.004,0.007
21/06/2012,13:00,321,3.4,19.3,1,0.032,0.001,0.003,0.004
21/06/2012,14:00,339,3.2,18.5,0.9,0.032,0.002,0.003,0.005
21/06/2012,15:00,357,3.1,14.7,0.8,0.028,0.004,0.006,0.01
21/06/2012,16:00,12,2,172.6,0.6,0.016,0.009,0.015,0.024
21/06/2012,17:00,39,1.3,11.1,0.3,0.019,0.001,0.011,0.012
21/06/2012,18:00,7,0.9,163.9,0.4,0.013,0.003,0.014,0.017
21/06/2012,19:00,328,0.8,35.5,0.3,0.012,0.001,0.015,0.016
21/06/2012,20:00,271,1.2,30.1,0.4,0.013,0.001,0.01,0.011
21/06/2012,21:00,18,0.2,117.4,0.3,0.008,0.008,0.017,0.025
21/06/2012,22:00,94,1,52.6,0.7,0.006,0.013,0.017,0.03
21/06/2012,23:00,201,0.4,80.8,0.5,0.008,0.002,0.011,0.013
22/06/2012,0:00,118,0.4,60.1,0.3,,,,
22/06/2012,1:00,102,0.9,35.9,0.5,0.004,0.016,0.016,0.032
22/06/2012,2:00,117,0.8,47.4,0.5,0.007,0.008,0.012,0.019
22/06/2012,3:00,142,1.3,38.8,0.7,0.008,0.003,0.009,0.012
22/06/2012,4:00,172,1.4,27.7,0.4,0.007,0.008,0.01,0.018
22/06/2012,5:00,163,2.7,6.8,0.5,0.007,0.007,0.01,0.017
22/06/2012,6:00,102,1,53.5,0.6,0.006,0.017,0.012,0.029
22/06/2012,7:00,155,0.7,56.8,0.5,0.006,0.009,0.008,0.017
22/06/2012,8:00,206,0.7,35.5,0.3,0.006,0.005,0.006,0.011
22/06/2012,9:00,174,0.5,110.8,0.7,0.013,0.004,0.004,0.008
22/06/2012,10:00,16,2,172.9,0.9,0.017,0.005,0.006,0.011
22/06/2012,11:00,342,2.3,25,0.8,0.024,0.004,0.005,0.009
22/06/2012,12:00,350,3.1,24.1,1,0.029,0.004,0.003,0.007
22/06/2012,13:00,342,3.5,17.6,0.9,0.031,0.002,0.002,0.004
22/06/2012,14:00,339,3,21.8,0.8,0.03,0.002,0.005,0.007
22/06/2012,15:00,333,2.2,13.2,0.7,0.031,0.001,0.002,0.003
22/06/2012,16:00,353,1.4,10.9,0.4,0.018,0.007,0.012,0.019
22/06/2012,17:00,11,1.4,178.1,0.4,0.005,0.01,0.025,0.035
22/06/2012,18:00,39,2,11.9,0.5,0.013,0.005,0.017,0.022
22/06/2012,19:00,39,1.8,10.1,0.4,0.015,0.002,0.013,0.015
22/06/2012,20:00,10,0.9,173.7,0.3,0.015,0.002,0.011,0.012
22/06/2012,21:00,354,0.7,140.8,0.5,0.015,0.001,0.009,0.01
22/06/2012,22:00,17,1.4,21.7,0.5,0.013,0.001,0.01,0.011
22/06/2012,23:00,235,1.3,53.6,0.8,0.016,0.001,0.006,0.007
23/06/2012,0:00,222,1.3,15.8,0.4,,,,
23/06/2012,1:00,215,1.1,60.8,0.8,0.017,0.001,0.004,0.005
23/06/2012,2:00,279,0.4,87.7,0.5,0.022,0.001,0.002,0.003
23/06/2012,3:00,273,1.4,40.1,0.5,0.024,0.001,0.001,0.002
23/06/2012,4:00,254,0.6,119.3,0.7,0.023,0.001,0.002,0.003
23/06/2012,5:00,239,1.6,27.5,0.6,0.022,0.001,0.001,0.002
23/06/2012,6:00,154,0.6,47.5,0.4,0.023,0.001,0.002,0.003
23/06/2012,7:00,30,0.5,50.2,0.3,0.017,0.004,0.006,0.01
23/06/2012,8:00,225,0.9,35.1,0.5,0.02,0.002,0.003,0.005
23/06/2012,9:00,236,1.1,33.7,0.5,0.026,0.001,0,0.001
23/06/2012,10:00,268,1.6,36.4,0.6,0.027,0.001,0,0.001
23/06/2012,11:00,305,2.3,19.9,0.7,0.028,0.001,0,0.001
23/06/2012,12:00,292,2.4,24.6,0.9,0.029,0.001,0.001,0.001
23/06/2012,13:00,279,2.2,19,0.9,0.03,0,0.001,0.001
23/06/2012,14:00,298,1.1,56.4,0.8,0.03,0.001,0.001,0.001
23/06/2012,15:00,243,0.5,53.4,0.4,0.029,0.001,0.001,0.001
23/06/2012,16:00,152,2.2,18.2,1,0.025,0.002,0.004,0.005
23/06/2012,17:00,89,1.7,32.9,0.6,0.019,0.002,0.007,0.009
23/06/2012,18:00,104,1.2,39.5,0.5,0.017,0.002,0.008,0.01
23/06/2012,19:00,141,0.6,78.4,0.6,0.02,0.001,0.004,0.005
23/06/2012,20:00,191,1.2,27.7,0.3,0.023,0.001,0.003,0.003
23/06/2012,21:00,197,1.6,18,0.3,0.024,0.001,0.001,0.002
23/06/2012,22:00,181,1.7,13.4,0.4,0.024,0,0.002,0.002
23/06/2012,23:00,190,1.5,17.5,0.4,0.024,0.001,0.001,0.002
24/06/2012,0:00,185,2,14.8,0.5,,,,
24/06/2012,1:00,197,2,21,0.5,0.022,0.001,0.001,0.002
24/06/2012,2:00,183,1.9,12.7,0.5,0.022,0.001,0.002,0.002
24/06/2012,3:00,184,2,11.7,0.5,0.021,0.001,0.002,0.002
24/06/2012,4:00,178,2.4,12.4,0.7,0.022,0.001,0.001,0.002
24/06/2012,5:00,182,2.5,12.9,0.7,0.023,0.001,0.002,0.002
24/06/2012,6:00,181,2.3,12.1,0.6,0.022,0.001,0.002,0.002
24/06/2012,7:00,177,1.2,20.2,0.5,0.023,0.001,0.001,0.002
24/06/2012,8:00,175,1.7,19.2,0.7,0.025,0.001,0.001,0.002
24/06/2012,9:00,156,3.1,17,1,0.027,0.001,0.001,0.002
24/06/2012,10:00,162,3.8,14.9,1,0.029,0.001,0.001,0.001
24/06/2012,11:00,150,3.4,17.8,1,0.03,0.001,0.001,0.002
24/06/2012,12:00,112,2.7,28.5,0.9,0.031,0.001,0.001,0.002
24/06/2012,13:00,132,1.6,32.8,0.9,0.031,0.001,0.001,0.002
24/06/2012,14:00,134,2,18.3,0.8,0.03,0.001,0.002,0.003
24/06/2012,15:00,130,2.1,16.4,0.8,0.027,0.002,0.004,0.005
24/06/2012,16:00,127,2.1,11.1,0.5,0.023,0.002,0.006,0.008
24/06/2012,17:00,123,1.7,26.6,0.5,0.018,0.003,0.009,0.012
24/06/2012,18:00,166,2.2,12.5,0.5,0.023,0.001,0.005,0.006
24/06/2012,19:00,173,2,12.2,0.5,0.024,0.001,0.003,0.004
24/06/2012,20:00,162,2.1,10.9,0.7,0.021,0.001,0.005,0.006
24/06/2012,21:00,179,2.3,15.2,0.6,0.025,0.001,0.002,0.002
24/06/2012,22:00,207,1.8,18.6,0.5,0.025,0.001,0.002,0.003
24/06/2012,23:00,191,2,29.6,0.7,0.024,0.001,0.003,0.003
25/06/2012,0:00,187,2.4,12.9,0.6,,,,
25/06/2012,1:00,191,2.3,14.3,0.6,0.025,0.001,0.002,0.003
25/06/2012,2:00,208,1.6,12,0.3,0.025,0,0.001,0.001
25/06/2012,3:00,176,1.7,14.8,0.5,0.019,0.005,0.006,0.011
25/06/2012,4:00,183,1.9,15.4,0.7,0.023,0.001,0.002,0.003
25/06/2012,5:00,180,1.4,37.6,0.4,0.016,0.002,0.006,0.008
25/06/2012,6:00,166,1.9,12.9,0.6,0.018,0.003,0.008,0.011
25/06/2012,7:00,166,2.7,12.8,0.7,0.02,0.002,0.006,0.008
25/06/2012,8:00,175,2,15.2,0.7,0.022,0.001,0.004,0.005
25/06/2012,9:00,185,1.7,18.2,0.5,0.024,0.001,0.004,0.005
25/06/2012,10:00,182,2,17.6,0.6,0.025,0.001,0.004,0.005
25/06/2012,11:00,160,2.1,13.5,0.5,0.027,0.001,0.003,0.004
25/06/2012,12:00,143,2.5,15.7,0.7,0.028,0.002,0.004,0.005
25/06/2012,13:00,158,2.6,20.5,0.7,0.03,0.001,0.001,0.002
25/06/2012,14:00,129,2,27.3,0.7,0.03,0.002,0.002,0.004
25/06/2012,15:00,152,1.8,14.1,0.6,0.027,0.001,0.004,0.005
25/06/2012,16:00,347,1.2,26.9,0.4,0.012,0.006,0.011,0.017
25/06/2012,17:00,335,1.1,12.6,0.2,0.012,0.001,0.008,0.009
25/06/2012,18:00,14,0.9,172.3,0.3,0.003,0.011,0.016,0.026
25/06/2012,19:00,23,0.8,153.8,0.2,0.002,0.01,0.017,0.027
25/06/2012,20:00,151,0.2,86.7,0.6,0.004,0.007,0.014,0.02
25/06/2012,21:00,133,0.5,79.9,0.5,0.003,0.011,0.014,0.025
25/06/2012,22:00,233,1.2,79.5,0.8,0.004,0.003,0.011,0.014
25/06/2012,23:00,236,1.3,25,0.4,0.007,0.001,0.008,0.009
26/06/2012,0:00,197,0.4,72.4,0.3,,,,
26/06/2012,1:00,158,1.4,40,0.7,0.003,0.007,0.011,0.017
26/06/2012,2:00,85,0.7,128.3,0.6,0.001,0.005,0.009,0.014
26/06/2012,3:00,231,1,49.2,0.6,0.003,0.002,0.007,0.009
26/06/2012,4:00,237,1,43.7,0.7,0.002,0.004,0.009,0.013
26/06/2012,5:00,149,1.3,46,0.7,0.007,0.004,0.006,0.009
26/06/2012,6:00,168,1.6,25.8,0.3,0.007,0.004,0.006,0.01
26/06/2012,7:00,152,2.3,11,0.5,0.007,0.007,0.008,0.014
26/06/2012,8:00,159,2.4,13.9,0.6,0.015,0.003,0.003,0.006
26/06/2012,9:00,191,2,20.8,0.7,0.02,0.001,0.003,0.004
26/06/2012,10:00,151,2.9,10.7,0.7,0.017,0.003,0.005,0.008
26/06/2012,11:00,182,2.2,15.1,0.8,0.02,0.001,0.003,0.004
26/06/2012,12:00,177,3.6,14.2,1,0.02,0.001,0.002,0.003
26/06/2012,13:00,153,3.8,10,0.9,0.019,0.002,0.004,0.006
26/06/2012,14:00,164,2.3,38.4,1.2,0.018,0.002,0.004,0.006
26/06/2012,15:00,233,1.9,16.9,0.5,0.016,0.001,0.001,0.002
26/06/2012,16:00,221,2.9,7.7,0.6,0.018,0.001,0.002,0.002
26/06/2012,17:00,167,1.3,31.5,0.5,0.012,0.004,0.008,0.012
26/06/2012,18:00,190,2.1,24.2,0.7,0.009,0.002,0.009,0.011
26/06/2012,19:00,176,3.1,23.7,0.8,0.02,0.001,0.003,0.004
26/06/2012,20:00,181,1.8,28.4,0.8,0.017,0.001,0.003,0.004
26/06/2012,21:00,215,1.2,33.5,0.4,0.018,0.001,0.002,0.003
26/06/2012,22:00,157,1.2,23.2,0.5,0.008,0.005,0.011,0.016
26/06/2012,23:00,199,1.8,18.1,0.5,0.018,0.001,0.005,0.006
27/06/2012,0:00,170,1.4,28.5,0.4,,,,
27/06/2012,1:00,213,2,10.2,0.4,0.021,0.001,0.002,0.003
27/06/2012,2:00,152,2,22.6,0.3,0.016,0.001,0.004,0.005
27/06/2012,3:00,181,2,19,0.5,0.017,0.001,0.003,0.004
27/06/2012,4:00,165,2,16.1,0.5,0.015,0.001,0.004,0.005
27/06/2012,5:00,177,1.4,30.1,0.6,0.013,0.003,0.008,0.011
27/06/2012,6:00,160,2.7,14.1,0.7,0.018,0.002,0.004,0.005
27/06/2012,7:00,170,2.9,14.5,0.8,0.018,0.002,0.004,0.005
27/06/2012,8:00,171,3.4,12.8,1,0.021,0.001,0.002,0.003
27/06/2012,9:00,151,3.3,10.8,0.7,0.019,0.002,0.004,0.005
27/06/2012,10:00,161,2.5,12.4,1,0.02,0.001,0.004,0.005
27/06/2012,11:00,154,3.6,9.8,0.8,0.021,0.002,0.003,0.005
27/06/2012,12:00,166,3.4,12.9,1,0.02,0.001,0.006,0.007
27/06/2012,13:00,169,3.3,14,1,0.021,0.001,0.003,0.004
27/06/2012,14:00,162,4.2,8.6,1,0.021,0.001,0.005,0.006
27/06/2012,15:00,162,4,8.6,0.8,0.022,0.001,0.004,0.005
27/06/2012,16:00,167,3.8,10.4,0.9,0.021,0.001,0.005,0.006
27/06/2012,17:00,164,3.9,9.7,0.8,0.022,0.001,0.005,0.006
27/06/2012,18:00,157,4,9.8,1,0.023,0.001,0.004,0.005
27/06/2012,19:00,160,4.2,6.9,0.8,0.024,0.001,0.002,0.003
27/06/2012,20:00,165,3.9,9.9,0.8,0.023,0.001,0.003,0.004
27/06/2012,21:00,167,4,8.9,0.9,0.022,0.001,0.005,0.006
27/06/2012,22:00,164,3.7,8.2,0.7,0.023,0.001,0.004,0.005
27/06/2012,23:00,161,3.7,7.1,0.9,0.024,0.001,0.002,0.003
28/06/2012,0:00,171,3.9,11.9,0.9,,,,
28/06/2012,1:00,170,4.5,10,1.1,0.026,0.001,0.002,0.003
28/06/2012,2:00,175,2.9,14.8,0.7,0.026,0.001,0.002,0.003
28/06/2012,3:00,168,3.6,10.2,0.8,0.025,0.001,0.003,0.003
28/06/2012,4:00,165,3.7,9.2,0.8,0.025,0.001,0.003,0.004
28/06/2012,5:00,165,4.2,9.9,0.8,0.023,0.001,0.003,0.004
