Date,Time,Wind Direction (degTN),Wind Speed (m/s),Wind Sigma Theta (deg),Wind Speed Std Dev (m/s),PM10 (ug/m^3)
23/08/2010,22:00,36,3.2,8.3,0.5,13.6
23/08/2010,23:00,15,3.3,11.9,0.5,13.0
24/08/2010,00:00,2,3.7,6.8,0.5,9.2
24/08/2010,01:00,2,4.0,5.9,0.5,8.6
24/08/2010,02:00,2,3.6,6.0,0.7,8.0
24/08/2010,03:00,357,2.9,8.8,0.4,8.5
24/08/2010,04:00,7,2.3,173.7,0.3,10.5
24/08/2010,05:00,245,0.6,79.3,0.5,12.7
24/08/2010,06:00,191,1.3,10.5,0.4,29.0
24/08/2010,07:00,214,0.8,37.8,0.4,33.4
24/08/2010,08:00,297,1.3,14.5,0.2,15.8
24/08/2010,09:00,309,1.5,17.1,0.5,15.0
24/08/2010,10:00,320,3.8,6.8,0.8,9.2
24/08/2010,11:00,316,4.8,6.9,0.5,8.2
24/08/2010,12:00,313,4.9,5.2,0.6,6.6
24/08/2010,13:00,320,3.9,9.3,0.5,9.2
24/08/2010,14:00,336,3.6,13.8,0.5,15.1
24/08/2010,15:00,48,4.0,13.9,0.8,13.8
24/08/2010,16:00,30,5.1,5.9,0.7,14.2
24/08/2010,17:00,30,4.6,5.1,0.5,13.3
24/08/2010,18:00,21,3.7,5.5,0.6,15.0
24/08/2010,19:00,26,2.7,7.5,0.4,15.0
24/08/2010,20:00,26,3.4,6.6,0.5,12.3
24/08/2010,21:00,27,4.4,4.9,0.5,10.6
24/08/2010,22:00,20,4.2,9.0,0.6,11.3
24/08/2010,23:00,359,2.7,9.8,0.6,8.0
25/08/2010,00:00,332,1.8,26.8,0.5,8.0
25/08/2010,01:00,354,2.3,12.7,0.5,7.0
25/08/2010,02:00,350,0.7,84.3,0.8,8.7
25/08/2010,03:00,274,0.3,88.9,0.6,8.6
25/08/2010,04:00,177,1.4,18.3,0.4,13.7
25/08/2010,05:00,184,1.8,11.7,0.6,13.4
25/08/2010,06:00,179,2.0,11.0,0.5,16.1
25/08/2010,07:00,154,1.6,18.2,0.4,32.7
25/08/2010,08:00,113,1.5,25.5,0.6,36.2
25/08/2010,09:00,65,1.9,14.4,0.5,16.2
25/08/2010,10:00,42,2.8,12.0,0.5,19.2
25/08/2010,11:00,28,3.8,7.7,0.5,6.6
25/08/2010,12:00,23,2.3,16.5,1.3,7.7
25/08/2010,13:00,34,3.6,10.8,0.6,15.2
25/08/2010,14:00,28,3.7,9.6,0.6,8.7
25/08/2010,15:00,35,4.5,8.6,0.8,10.9
25/08/2010,16:00,32,5.5,7.1,0.7,11.0
25/08/2010,17:00,35,5.1,8.3,0.6,14.0
25/08/2010,18:00,43,4.9,7.4,0.6,13.7
25/08/2010,19:00,49,4.2,8.9,0.8,13.0
25/08/2010,20:00,52,4.3,8.0,0.8,15.6
25/08/2010,21:00,56,3.8,10.2,0.6,15.9
25/08/2010,22:00,71,3.1,10.8,0.6,15.8
25/08/2010,23:00,61,2.9,17.2,0.6,15.7
26/08/2010,00:00,82,2.4,20.5,0.8,13.9
26/08/2010,01:00,57,3.3,10.9,0.7,7.7
26/08/2010,02:00,106,1.9,38.4,0.7,14.4
26/08/2010,03:00,154,2.3,15.1,0.7,9.1
26/08/2010,04:00,173,2.9,20.5,1.4,
26/08/2010,05:00,190,4.2,16.7,2.0,
26/08/2010,06:00,174,2.7,22.0,1.1,6.0
26/08/2010,07:00,193,2.4,16.0,1.0,9.8
26/08/2010,08:00,182,2.8,23.8,1.3,7.6
26/08/2010,09:00,186,3.6,16.4,1.3,13.9
26/08/2010,10:00,186,3.9,15.6,1.2,15.5
26/08/2010,11:00,182,3.7,17.4,1.3,18.1
26/08/2010,12:00,173,3.6,20.8,1.2,19.8
26/08/2010,13:00,,,,,
26/08/2010,14:00,,,,,
26/08/2010,15:00,,,,,
26/08/2010,16:00,157,4.5,17.9,1.6,16.6
26/08/2010,17:00,145,3.4,21.8,1.2,21.3
26/08/2010,18:00,139,3.5,19.4,0.9,15.6
26/08/2010,19:00,115,2.7,22.1,0.8,19.2
26/08/2010,20:00,124,2.7,21.3,0.8,13.8
26/08/2010,21:00,147,2.7,11.2,0.6,2.3
26/08/2010,22:00,148,2.5,13.2,0.7,4.3
26/08/2010,23:00,147,3.5,15.6,1.1,5.7
27/08/2010,00:00,154,3.7,16.9,1.1,3.9
27/08/2010,01:00,167,2.9,22.0,0.9,3.5
27/08/2010,02:00,183,2.8,17.8,1.0,5.2
27/08/2010,03:00,169,2.7,20.6,0.9,2.8
27/08/2010,04:00,184,4.0,14.8,1.4,
27/08/2010,05:00,191,4.8,11.8,1.2,
27/08/2010,06:00,176,3.3,20.3,1.2,4.6
27/08/2010,07:00,181,3.2,17.1,1.1,4.3
27/08/2010,08:00,187,4.2,15.0,1.4,7.6
27/08/2010,09:00,184,4.3,17.5,1.5,11.9
27/08/2010,10:00,182,4.1,19.2,1.6,10.4
27/08/2010,11:00,183,3.5,23.7,1.1,7.8
27/08/2010,12:00,182,2.8,23.9,1.0,6.3
27/08/2010,13:00,154,2.5,25.4,1.1,5.9
27/08/2010,14:00,162,2.3,31.3,1.0,6.1
27/08/2010,15:00,145,2.3,18.6,0.8,14.5
27/08/2010,16:00,104,2.3,23.9,0.8,22.3
27/08/2010,17:00,93,3.0,15.8,0.9,21.6
27/08/2010,18:00,102,2.9,18.3,0.9,25.4
27/08/2010,19:00,108,2.7,19.8,0.9,22.2
27/08/2010,20:00,123,2.4,21.8,0.8,22.5
27/08/2010,21:00,119,2.7,21.0,1.0,19.0
27/08/2010,22:00,118,2.0,28.0,0.8,17.9
27/08/2010,23:00,159,1.6,20.4,0.6,12.0
28/08/2010,00:00,182,1.2,21.5,0.4,19.1
28/08/2010,01:00,167,1.4,24.2,0.6,14.6
28/08/2010,02:00,180,1.7,23.9,0.6,25.7
28/08/2010,03:00,184,1.7,19.5,0.6,20.0
28/08/2010,04:00,181,1.7,24.8,0.6,15.7
28/08/2010,05:00,177,1.8,23.2,0.8,4.8
28/08/2010,06:00,164,1.6,19.1,0.6,10.3
28/08/2010,07:00,162,1.4,27.0,0.5,11.8
28/08/2010,08:00,143,1.7,21.6,0.6,11.6
28/08/2010,09:00,149,2.2,21.4,0.8,9.9
28/08/2010,10:00,141,2.1,22.7,0.8,12.5
28/08/2010,11:00,113,2.7,23.4,1.2,19.1
28/08/2010,12:00,94,3.4,19.0,1.0,17.1
28/08/2010,13:00,124,3.1,20.9,0.9,10.8
28/08/2010,14:00,85,3.7,13.1,0.7,22.7
28/08/2010,15:00,60,3.6,14.3,0.6,25.6
28/08/2010,16:00,88,3.2,14.7,0.7,17.8
28/08/2010,17:00,95,4.5,12.0,1.1,21.6
28/08/2010,18:00,98,3.4,15.5,1.2,24.7
28/08/2010,19:00,98,3.2,14.0,0.9,25.7
28/08/2010,20:00,112,3.2,18.6,1.0,26.5
28/08/2010,21:00,110,3.2,16.2,0.9,25.3
28/08/2010,22:00,107,3.5,15.7,1.0,23.6
28/08/2010,23:00,111,3.4,20.8,1.3,17.7
29/08/2010,00:00,126,2.9,23.5,1.1,14.5
29/08/2010,01:00,120,2.7,23.6,0.9,17.1
29/08/2010,02:00,111,2.8,22.1,1.0,17.3
29/08/2010,03:00,130,3.0,16.2,0.9,17.8
29/08/2010,04:00,131,3.0,16.6,1.0,19.9
29/08/2010,05:00,140,2.9,19.7,0.9,20.1
29/08/2010,06:00,134,3.1,15.3,0.9,23.3
29/08/2010,07:00,150,2.8,22.8,1.1,20.4
29/08/2010,08:00,161,2.2,20.4,0.9,20.5
29/08/2010,09:00,163,2.4,21.5,0.9,22.0
29/08/2010,10:00,145,3.2,16.1,1.0,35.2
29/08/2010,11:00,144,3.1,17.9,1.1,25.4
29/08/2010,12:00,141,3.1,22.2,1.1,17.5
29/08/2010,13:00,134,3.2,19.4,1.1,19.4
29/08/2010,14:00,126,3.3,24.0,1.2,18.3
29/08/2010,15:00,131,3.2,21.8,1.2,14.8
29/08/2010,16:00,137,3.4,17.7,1.0,17.9
29/08/2010,17:00,130,3.2,21.1,1.2,15.6
29/08/2010,18:00,132,3.1,23.6,1.2,16.3
29/08/2010,19:00,146,2.2,36.5,0.9,16.5
29/08/2010,20:00,153,3.8,9.8,0.9,14.7
29/08/2010,21:00,158,3.1,15.6,1.1,10.5
29/08/2010,22:00,156,3.7,10.6,0.8,13.2
29/08/2010,23:00,171,2.2,21.9,0.9,11.3
30/08/2010,00:00,166,2.4,20.3,0.9,9.1
30/08/2010,01:00,168,2.4,22.0,1.0,5.8
30/08/2010,02:00,180,2.2,21.9,0.8,5.5
30/08/2010,03:00,159,3.4,14.1,1.1,8.7
30/08/2010,04:00,163,2.8,16.4,1.0,8.3
30/08/2010,05:00,159,3.1,17.7,1.0,12.3
30/08/2010,06:00,158,3.1,19.0,1.2,16.1
30/08/2010,07:00,142,4.6,16.8,1.6,23.7
30/08/2010,08:00,130,4.1,20.0,1.6,23.2
30/08/2010,09:00,119,3.8,22.5,1.4,20.9
30/08/2010,10:00,116,3.7,24.2,1.3,22.2
30/08/2010,11:00,107,3.1,26.5,1.2,28.4
30/08/2010,12:00,88,6.2,8.2,1.5,18.7
30/08/2010,13:00,87,7.0,8.0,1.4,19.2
30/08/2010,14:00,94,6.3,10.9,1.3,22.8
30/08/2010,15:00,94,5.6,10.9,1.3,23.3
30/08/2010,16:00,91,6.1,9.7,1.2,15.1
30/08/2010,17:00,100,4.4,14.6,1.3,16.2
30/08/2010,18:00,98,5.4,13.0,1.5,20.9
30/08/2010,19:00,97,5.0,14.5,1.7,21.1
30/08/2010,20:00,103,4.4,16.1,1.2,22.9
30/08/2010,21:00,108,3.3,20.1,1.3,23.7
30/08/2010,22:00,131,3.4,20.4,1.3,19.3
30/08/2010,23:00,135,3.3,19.3,1.1,22.1
31/08/2010,00:00,129,3.0,21.1,1.1,18.5
31/08/2010,01:00,128,3.0,22.0,1.0,20.8
31/08/2010,02:00,119,2.5,24.0,0.9,22.8
31/08/2010,03:00,119,2.6,22.2,1.0,24.4
31/08/2010,04:00,126,2.9,20.8,1.0,26.3
31/08/2010,05:00,131,2.9,20.6,1.0,28.2
31/08/2010,06:00,107,3.5,21.6,1.2,23.4
31/08/2010,07:00,104,3.8,18.9,1.4,27.6
31/08/2010,08:00,105,4.8,15.1,1.4,28.3
31/08/2010,09:00,105,5.0,14.9,1.4,31.0
31/08/2010,10:00,95,6.3,13.3,2.1,23.9
31/08/2010,11:00,92,7.1,9.4,1.4,22.7
31/08/2010,12:00,91,7.8,9.3,1.6,23.0
31/08/2010,13:00,91,7.9,8.5,1.4,25.0
31/08/2010,14:00,93,7.7,9.3,1.6,21.9
31/08/2010,15:00,92,7.6,8.3,1.4,23.9
31/08/2010,16:00,89,6.9,9.4,1.4,25.2
31/08/2010,17:00,96,6.7,9.8,1.5,24.8
31/08/2010,18:00,96,5.7,12.2,1.4,36.3
31/08/2010,19:00,97,5.2,12.5,1.5,30.7
31/08/2010,20:00,95,5.7,12.9,1.7,26.7
31/08/2010,21:00,98,5.4,13.1,1.5,27.2
31/08/2010,22:00,98,4.5,14.2,1.3,29.9
31/08/2010,23:00,107,3.5,14.8,1.0,29.4
01/09/2010,00:00,117,2.1,20.5,0.7,34.9
01/09/2010,01:00,108,2.6,16.0,0.7,32.4
01/09/2010,02:00,105,3.2,13.8,0.8,28.2
01/09/2010,03:00,103,4.3,12.4,1.1,27.7
01/09/2010,04:00,103,3.9,16.1,1.1,25.4
01/09/2010,05:00,110,2.8,20.4,1.0,29.7
01/09/2010,06:00,116,2.5,21.8,1.0,29.3
01/09/2010,07:00,120,2.9,20.7,0.9,33.6
01/09/2010,08:00,108,3.9,16.8,1.2,34.3
01/09/2010,09:00,89,4.7,11.2,1.2,23.8
01/09/2010,10:00,87,5.9,9.6,1.2,22.1
01/09/2010,11:00,86,6.5,10.0,1.4,9.8
01/09/2010,12:00,85,6.5,7.8,1.2,16.3
01/09/2010,13:00,86,5.6,8.5,1.3,19.3
01/09/2010,14:00,81,4.8,12.7,0.9,23.0
01/09/2010,15:00,72,4.7,10.5,0.8,24.7
01/09/2010,16:00,76,4.5,9.3,0.8,28.6
01/09/2010,17:00,74,4.3,9.3,0.8,28.0
01/09/2010,18:00,81,4.3,10.0,0.9,23.2
01/09/2010,19:00,94,3.2,12.3,0.8,18.9
01/09/2010,20:00,98,3.2,10.9,0.6,19.5
01/09/2010,21:00,100,2.7,11.9,0.7,18.6
01/09/2010,22:00,119,1.9,21.0,0.6,23.8
01/09/2010,23:00,115,1.7,20.4,0.7,28.8
02/09/2010,00:00,117,1.6,23.1,0.6,27.8
02/09/2010,01:00,126,2.1,19.4,0.7,22.1
02/09/2010,02:00,126,2.2,17.7,0.8,21.9
02/09/2010,03:00,136,1.8,26.4,0.7,22.8
02/09/2010,04:00,132,1.7,23.8,0.6,34.0
02/09/2010,05:00,141,1.8,20.7,0.6,31.0
02/09/2010,06:00,160,1.8,18.3,0.5,30.7
02/09/2010,07:00,162,1.5,21.3,0.5,39.6
02/09/2010,08:00,125,2.2,25.2,0.8,32.5
02/09/2010,09:00,96,2.7,23.9,0.9,18.3
02/09/2010,10:00,79,3.5,13.7,0.6,14.2
02/09/2010,11:00,64,3.1,21.7,0.6,15.1
02/09/2010,12:00,40,3.9,9.6,0.7,18.0
02/09/2010,13:00,42,5.4,4.8,0.6,15.7
02/09/2010,14:00,42,5.4,5.1,0.6,13.8
02/09/2010,15:00,42,5.6,5.2,0.7,13.0
02/09/2010,16:00,47,5.5,6.8,0.8,17.7
02/09/2010,17:00,44,5.3,5.8,0.6,18.4
02/09/2010,18:00,49,4.1,8.0,0.6,16.0
02/09/2010,19:00,70,4.0,11.0,0.6,22.3
02/09/2010,20:00,82,3.4,10.1,0.7,13.6
02/09/2010,21:00,99,2.0,16.5,0.6,18.6
02/09/2010,22:00,103,2.1,21.3,0.7,17.9
02/09/2010,23:00,123,1.8,21.6,0.6,19.9
03/09/2010,00:00,115,1.7,23.0,0.6,15.6
03/09/2010,01:00,144,1.9,15.5,0.5,28.6
03/09/2010,02:00,159,1.5,17.8,0.4,23.7
03/09/2010,03:00,177,1.5,15.8,0.4,8.8
03/09/2010,04:00,167,1.7,16.1,0.5,16.4
03/09/2010,05:00,167,1.6,15.4,0.5,17.9
03/09/2010,06:00,163,1.8,13.5,0.5,35.9
03/09/2010,07:00,163,1.9,17.0,0.7,43.5
03/09/2010,08:00,145,3.7,13.7,0.8,36.2
03/09/2010,09:00,123,3.3,24.3,1.1,21.2
03/09/2010,10:00,79,5.1,10.8,1.0,13.6
03/09/2010,11:00,78,4.4,13.7,0.9,17.2
03/09/2010,12:00,54,4.1,12.5,0.8,18.8
03/09/2010,13:00,55,5.1,10.0,0.9,21.4
03/09/2010,14:00,53,5.0,10.4,0.8,24.2
03/09/2010,15:00,53,4.7,9.8,0.7,21.4
03/09/2010,16:00,60,3.6,11.0,0.7,26.9
03/09/2010,17:00,84,3.6,15.8,0.8,34.1
03/09/2010,18:00,92,3.8,8.9,0.7,16.2
03/09/2010,19:00,91,3.4,10.5,0.8,19.2
03/09/2010,20:00,94,3.8,13.0,1.2,21.0
03/09/2010,21:00,101,3.3,16.1,0.9,14.3
03/09/2010,22:00,107,3.2,18.6,1.0,13.1
03/09/2010,23:00,94,4.2,12.2,1.0,6.3
04/09/2010,00:00,94,3.8,11.1,0.9,16.2
04/09/2010,01:00,73,4.9,9.6,0.8,23.0
04/09/2010,02:00,69,4.4,7.8,0.8,31.1
04/09/2010,03:00,69,4.9,8.0,0.7,28.4
04/09/2010,04:00,67,5.8,7.4,0.9,30.0
04/09/2010,05:00,62,5.3,6.4,0.9,27.7
04/09/2010,06:00,67,3.6,10.6,1.0,31.4
04/09/2010,07:00,68,2.1,71.6,1.9,39.5
04/09/2010,08:00,87,2.2,52.7,1.1,37.1
04/09/2010,09:00,80,2.7,11.3,0.7,35.3
04/09/2010,10:00,70,2.7,17.6,0.8,34.3
04/09/2010,11:00,62,4.0,8.5,0.7,31.6
04/09/2010,12:00,63,3.7,9.6,0.7,32.6
04/09/2010,13:00,66,3.0,8.8,0.9,36.1
04/09/2010,14:00,61,3.4,7.2,0.6,31.5
04/09/2010,15:00,62,4.0,7.2,0.7,33.0
04/09/2010,16:00,65,3.7,7.7,0.7,35.7
04/09/2010,17:00,69,3.0,11.0,0.7,34.8
04/09/2010,18:00,74,2.8,9.4,0.5,30.9
04/09/2010,19:00,90,2.6,11.5,0.6,33.0
04/09/2010,20:00,67,4.8,9.1,1.3,29.6
04/09/2010,21:00,68,4.3,8.8,0.9,39.5
04/09/2010,22:00,65,3.2,7.0,0.5,33.0
04/09/2010,23:00,66,3.1,7.7,0.4,32.9
05/09/2010,00:00,51,3.0,10.3,0.6,29.6
05/09/2010,01:00,54,2.8,9.6,0.4,27.1
05/09/2010,02:00,66,2.1,15.6,0.5,27.6
05/09/2010,03:00,69,2.0,12.3,0.7,29.8
05/09/2010,04:00,80,2.2,14.8,0.5,28.5
05/09/2010,05:00,102,1.9,22.0,0.7,25.7
05/09/2010,06:00,155,1.2,22.7,0.4,35.0
05/09/2010,07:00,96,1.8,19.2,0.6,28.5
05/09/2010,08:00,88,2.6,8.7,0.5,27.5
05/09/2010,09:00,64,2.8,7.9,0.5,35.5
05/09/2010,10:00,51,2.5,12.0,0.5,29.0
05/09/2010,11:00,52,2.5,10.9,0.7,28.9
05/09/2010,12:00,50,3.5,10.3,0.6,28.3
05/09/2010,13:00,50,3.6,9.6,0.5,30.5
05/09/2010,14:00,48,3.6,9.3,0.5,36.2
05/09/2010,15:00,46,3.8,8.3,0.6,31.9
05/09/2010,16:00,51,3.0,11.9,0.6,31.6
05/09/2010,17:00,65,2.1,17.0,0.5,28.5
05/09/2010,18:00,54,2.5,12.8,1.1,25.1
05/09/2010,19:00,48,3.3,11.0,0.5,15.1
05/09/2010,20:00,56,3.1,13.3,0.7,26.1
05/09/2010,21:00,36,1.7,10.6,0.5,25.4
05/09/2010,22:00,58,1.8,9.7,0.4,24.3
05/09/2010,23:00,93,1.3,35.4,0.7,29.6
06/09/2010,00:00,91,1.3,22.5,0.5,27.8
06/09/2010,01:00,84,1.5,8.7,0.3,23.5
06/09/2010,02:00,150,1.8,49.7,1.6,
06/09/2010,03:00,192,6.3,9.2,1.2,
06/09/2010,04:00,198,4.5,11.8,1.2,
06/09/2010,05:00,195,4.3,12.5,1.3,
06/09/2010,06:00,191,4.8,11.3,1.1,
06/09/2010,07:00,194,5.1,11.3,1.5,
06/09/2010,08:00,190,4.5,12.8,1.3,
06/09/2010,09:00,182,3.6,21.2,1.2,36.4
06/09/2010,10:00,185,3.5,21.2,1.1,40.7
06/09/2010,11:00,170,3.0,25.3,1.2,36.0
06/09/2010,12:00,70,2.7,42.5,1.3,30.7
06/09/2010,13:00,55,2.7,9.1,0.5,13.8
06/09/2010,14:00,38,2.6,9.6,0.5,13.0
06/09/2010,15:00,72,2.2,24.9,0.8,11.4
06/09/2010,16:00,89,4.3,9.1,0.9,21.7
06/09/2010,17:00,90,4.1,8.9,0.8,23.4
06/09/2010,18:00,87,3.4,12.4,0.7,30.4
06/09/2010,19:00,104,2.5,25.5,0.9,20.8
06/09/2010,20:00,81,3.1,12.2,0.8,18.7
06/09/2010,21:00,91,3.2,11.0,0.6,24.7
06/09/2010,22:00,104,2.6,20.5,0.8,25.9
06/09/2010,23:00,120,2.2,21.4,0.8,22.2
07/09/2010,00:00,132,2.7,18.4,0.8,20.3
07/09/2010,01:00,110,2.6,19.6,0.8,19.9
07/09/2010,02:00,132,3.0,17.4,0.9,13.4
07/09/2010,03:00,135,3.0,17.3,0.9,17.3
07/09/2010,04:00,136,3.0,14.4,0.9,19.7
07/09/2010,05:00,118,2.4,23.1,0.8,19.0
07/09/2010,06:00,118,2.4,23.3,0.9,24.2
07/09/2010,07:00,128,2.2,19.7,0.8,21.8
07/09/2010,08:00,118,2.9,23.4,0.8,25.1
07/09/2010,09:00,92,4.3,13.8,1.0,24.6
07/09/2010,10:00,86,4.4,12.3,1.0,17.7
07/09/2010,11:00,41,3.0,12.9,0.7,17.1
07/09/2010,12:00,48,4.1,9.4,0.7,24.0
07/09/2010,13:00,39,4.2,6.2,0.5,18.2
07/09/2010,14:00,40,5.2,6.3,0.6,20.7
07/09/2010,15:00,48,5.2,9.6,0.9,24.2
07/09/2010,16:00,51,4.6,10.2,1.1,27.4
07/09/2010,17:00,72,3.6,15.1,0.6,15.8
07/09/2010,18:00,94,4.3,9.5,1.0,17.4
07/09/2010,19:00,93,5.7,8.6,1.2,16.2
07/09/2010,20:00,96,5.8,10.9,1.4,13.5
07/09/2010,21:00,97,5.8,11.1,1.5,10.6
07/09/2010,22:00,94,5.7,10.0,1.3,10.9
07/09/2010,23:00,100,4.8,15.8,1.3,12.3
08/09/2010,00:00,104,3.8,18.7,1.3,10.6
08/09/2010,01:00,120,3.0,24.6,1.1,15.1
08/09/2010,02:00,115,2.8,24.4,0.9,13.4
08/09/2010,03:00,124,2.8,23.3,0.9,16.9
08/09/2010,04:00,134,3.7,17.6,1.3,16.6
08/09/2010,05:00,143,3.1,14.7,0.8,20.0
